date,open,high,low,close,volume
2025-05-19,628.25,643.0,627.8,640.43,9592371.0
2025-05-20,636.01,639.3536,632.26,637.1,6743221.0
2025-05-21,631.79,646.61,630.17,635.5,11464399.0
2025-05-22,634.05,643.25,630.71,636.57,8228159.0
2025-05-23,624.0,632.445,622.65,627.06,8453875.0
2025-05-27,635.41,643.08,632.75,642.32,9508003.0
2025-05-28,642.6,650.88,642.5472,643.58,9042366.0
2025-05-29,651.645,653.32,639.5,645.05,8883431.0
2025-05-30,642.5,649.4099,632.78,647.49,16240940.0
2025-06-02,644.39,673.26,644.2616,670.9,15766183.0
2025-06-03,671.445,675.58,665.03,666.85,11585031.0
2025-06-04,669.32,689.0,668.57,687.95,14031931.0
2025-06-05,691.66,694.38,682.25,684.62,13120092.0
2025-06-06,696.17,702.806,691.87,697.71,11727961.0
2025-06-09,698.46,705.19,693.94,694.06,12773051.0
2025-06-10,701.345,703.23,691.56,702.4,10850021.0
2025-06-11,703.705,708.8707,691.99,694.14,9582224.0
2025-06-12,693.3,695.38,687.0,693.36,7320239.0
2025-06-13,687.95,694.57,681.01,682.87,9274302.0
2025-06-16,699.33,707.15,693.5103,702.12,13720227.0
2025-06-17,702.0,705.97,696.06,697.23,10066103.0
2025-06-18,698.18,701.59,694.9,695.77,10068010.0
2025-06-20,700.75,701.8197,678.67,682.35,22538621.0
2025-06-23,683.69,699.05,678.75,698.53,11080054.0
2025-06-24,704.885,713.19,702.11,712.2,13823178.0
2025-06-25,713.315,716.58,705.38,708.68,9320189.0
2025-06-26,714.355,728.22,711.05,726.09,13964492.0
2025-06-27,726.515,735.43,725.86,733.63,18775661.0
2025-06-30,744.55,747.9,734.25,738.09,15402105.0
2025-07-01,736.875,737.7499,715.37,719.22,13430933.0
2025-07-02,715.325,720.3,712.8,713.57,9336604.0
2025-07-03,726.61,729.03,714.42,719.01,8517398.0
2025-07-07,717.6,727.0,713.51,718.35,9456960.0
2025-07-08,721.57,722.9099,714.81,720.67,7770658.0
2025-07-09,722.715,737.53,722.715,732.78,11417781.0
2025-07-10,731.55,735.7999,719.6,727.24,9921561.0
2025-07-11,722.495,725.16,709.7,717.51,10873746.0
2025-07-14,717.6,728.0,716.547,720.92,8939358.0
2025-07-15,723.9,724.4716,709.82,710.39,11529325.0
2025-07-16,713.37,713.97,699.2701,702.91,13067588.0
2025-07-17,704.39,705.9,697.105,701.41,11803093.0
2025-07-18,702.19,704.71,691.65,704.28,12779752.0
2025-07-21,706.8,717.0,705.76,712.965,9404276.0
2025-07-22,716.19,716.6,701.41,704.81,8920994.0
2025-07-23,706.365,714.6285,704.93,713.58,8771340.0
2025-07-24,717.05,723.6239,714.0,714.8,10920699.0
2025-07-25,716.915,720.6499,711.9,712.68,8271521.0
2025-07-28,715.2,724.7352,712.68,717.63,8715679.0
2025-07-29,720.0,724.47,699.91,700.0,13266595.0
2025-07-30,708.09,708.5,691.2001,695.21,27077286.0
2025-07-31,775.2,784.75,765.51,773.44,38831098.0
2025-08-01,760.73,765.9999,745.31,750.01,19028323.0
2025-08-04,760.0,776.85,758.41,776.37,15801694.0
2025-08-05,776.445,783.1299,763.0,763.46,11639103.0
2025-08-06,770.0,773.64,760.4601,771.99,9733778.0
2025-08-07,773.49,775.0,759.55,761.83,9019268.0
2025-08-08,762.75,769.9,758.58,769.3,7320424.0
2025-08-11,770.075,773.4584,764.67,765.87,7611945.0
2025-08-12,773.0,793.67,772.43,790.0,14579750.0
2025-08-13,791.15,795.4561,778.23,780.08,8811225.0
2025-08-14,777.88,787.81,772.51,782.13,8115905.0
2025-08-15,784.15,796.25,780.82,785.23,13375360.0
2025-08-18,775.085,775.81,756.5601,767.37,16513729.0
2025-08-19,767.12,767.17,749.36,751.48,12286590.0
2025-08-20,747.57,750.1999,731.0,747.72,11897819.0
2025-08-21,744.705,745.5,733.1101,739.1,8875944.0
2025-08-22,739.23,756.9,734.39,754.79,10612550.0
2025-08-25,754.82,758.88,750.13,753.3,6861062.0
2025-08-26,750.8,754.87,747.94,754.1,7601770.0
2025-08-27,752.3,754.1499,742.84,747.38,8315362.0
2025-08-28,744.0,753.0548,740.795,751.11,7467902.0
2025-08-29,745.28,747.14,735.3466,738.7,9070128.0
2025-09-02,726.04,736.0,721.7306,735.11,9350857.0
2025-09-03,736.0,740.25,733.9893,737.05,7699153.0
2025-09-04,748.57,761.16,745.82,748.89,11439078.0
2025-09-05,752.615,757.95,745.03,752.45,9663419.0
2025-09-08,755.995,766.51,752.02,752.3,13087673.0
2025-09-09,757.49,766.3,753.43,765.7,10997717.0
2025-09-10,765.13,765.7,751.0,751.98,12477735.0
2025-09-11,754.65,757.1,748.37,750.9,7921734.0
2025-09-12,748.725,757.5703,743.76,755.59,8248401.0
2025-09-15,757.47,774.07,751.985,764.7,10533312.0
2025-09-16,767.0,781.36,765.1,779.0,11782432.0
2025-09-17,779.99,783.29,766.31,775.715,9400464.0
2025-09-18,780.75,788.78,773.36,780.25,10954752.0
2025-09-19,786.42,790.8,769.1901,778.38,23696488.0
2025-09-22,781.845,785.73,764.47,765.16,11706839.0
2025-09-23,769.25,770.6,751.07,755.4,10872373.0
2025-09-24,757.5,761.11,752.5251,760.66,8828050.0
2025-09-25,753.45,756.765,744.55,748.91,10590885.0
2025-09-26,750.0,751.9299,737.3532,743.75,9696296.0
2025-09-29,748.72,750.78,739.15,743.4,9246664.0
2025-09-30,742.25,742.97,726.3,734.38,16226630.0
2025-10-01,721.49,721.8499,710.2,717.34,20419631.0
2025-10-02,722.58,727.77,718.14,727.05,11415262.0
2025-10-03,729.625,731.0,710.18,710.56,16154176.0
2025-10-06,705.185,716.88,690.51,715.66,21654684.0
2025-10-07,717.72,718.4999,705.75,713.08,12062589.0
2025-10-08,713.45,719.65,707.81,717.84,10789760.0
2025-10-09,718.275,733.51,712.44,733.51,12717164.0
2025-10-10,730.92,735.27,704.51,705.3,16979714.0
2025-10-13,713.01,719.94,707.6413,715.7,9251357.0
2025-10-14,707.78,715.55,699.33,708.65,8829757.0
2025-10-15,717.06,723.9,709.51,717.55,10246415.0
2025-10-16,717.55,725.49,703.88,712.07,9016892.0
2025-10-17,707.075,718.54,706.12,716.915,12231216.0
2025-10-20,721.19,733.77,720.18,732.17,8899806.0
2025-10-21,736.015,738.5,728.75,733.27,7647267.0
2025-10-22,733.83,740.6,724.03,733.41,8734490.0
2025-10-23,734.7,742.41,733.1,734.0,9855710.0
2025-10-24,736.79,741.21,731.15,738.36,9150893.0
2025-10-27,749.73,755.75,748.01,750.82,11321080.0
2025-10-28,752.63,758.4,745.5201,751.44,12193808.0
2025-10-29,754.75,759.155,742.51,751.67,26818591.0
2025-10-30,669.15,680.9599,650.17,666.47,88440088.0
2025-10-31,674.51,674.89,645.57,648.35,56952933.0
2025-11-03,656.0,659.3299,636.18,637.71,33003561.0
2025-11-04,628.035,641.7399,626.01,627.32,27356549.0
2025-11-05,632.31,642.23,626.5375,635.95,20219735.0
2025-11-06,635.85,636.0,618.0,618.94,23628748.0
2025-11-07,616.485,622.1348,601.2,621.71,29946823.0
2025-11-10,631.09,635.0,618.105,631.76,19244968.0
2025-11-11,628.0,629.56,619.39,627.08,13302187.0
2025-11-12,628.13,628.99,607.77,609.01,24493271.0
2025-11-13,613.07,617.65,603.0,609.89,20973809.0
2025-11-14,601.79,613.68,595.2,609.46,20724133.0
2025-11-17,609.035,611.69,595.4,602.01,16501331.0
2025-11-18,591.6,603.66,583.78,597.69,25500609.0
2025-11-19,593.715,595.33,581.25,590.32,24744683.0
2025-11-20,603.5,606.72,583.35,589.15,20602730.0
